symbol,name,last_sale,market_cap,ipo_year,sector,industry,summary_quote,exchange
CTXS,"Citrix Systems, Inc.",87.53,1319e7,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs,NASDAQ
CHCO,City Holding Company,69.02,108e7,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/chco,NASDAQ
CLVS,"Clovis Oncology, Inc.",64.13,323e7,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs,NASDAQ
CME,CME Group Inc.,151.07,5141e7,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme,NASDAQ
COKE,Coca-Cola Bottling Co. Consolidated,226.39,2109999999.9999998,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke,NASDAQ
CCOI,"Cogent Communications Holdings, Inc.",46.25,213e7,NA,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ccoi,NASDAQ
CGNX,Cognex Corporation,60.97,1056e7,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx,NASDAQ
CTSH,Cognizant Technology Solutions Corporation,72.08,425e8,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh,NASDAQ
COHR,"Coherent, Inc.",288.03,715e7,NA,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr,NASDAQ
CIGI,Colliers International Group Inc.,57.95,218e7,NA,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi,NASDAQ
COLB,"Columbia Banking System, Inc.",44.51,325e7,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb,NASDAQ
