symbol,name,last_sale,market_cap,ipo_year,sector,industry,summary_quote,exchange
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",5.45,25844e4,2003,NA,NA,http://www.nasdaq.com/symbol/nro,AMEX
UWN,"Nevada Gold & Casinos, Inc.",2.5,4209e4,NA,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn,AMEX
NSU,Nevsun Resources Ltd,2.2,66487e4,NA,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nsu,AMEX
GBR,"New Concept Energy, Inc",1.36,277e4,NA,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr,AMEX
NEN,New England Realty Associates Limited Partnership,71.45,26662e4,NA,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen,AMEX
NGD,New Gold Inc.,2.95,171e7,NA,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ngd,AMEX
NXE,Nexgen Energy Ltd.,2.69,91237e4,NA,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nxe,AMEX
HLTH,Nobilis Health Corp.,1.35,10504e4,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hlth,AMEX
NAK,"Northern Dynasty Minerals, Ltd.",2.16,65809e4,NA,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nak,AMEX
NOG,"Northern Oil and Gas, Inc.",1.54,10291e4,NA,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog,AMEX
NBY,"NovaBay Pharmaceuticals, Inc.",3.35,5154e4,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby,AMEX
NG,Novagold Resources Inc.,3.68,119e7,NA,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ng,AMEX
NTN,"NTN Buzztime, Inc.",3.99,1006e4,NA,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn,AMEX
NES,"Nuverra Environmental Solutions, Inc.",16.16,189e6,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/nes,AMEX
OCX,OncoCyte Corporation,6.05,19013e4,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ocx,AMEX
OGEN,"Oragenics, Inc.",0.2798,1379e4,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen,AMEX
TIS,Orchids Paper Products Company,12.43,12963e4,2005,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis,AMEX
ONP,"Orient Paper, Inc.",1.24,266e5,NA,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp,AMEX
ORM,"Owens Realty Mortgage, Inc.",16.68,1675e5,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm,AMEX
